,train_loss,val_loss,l2sum,deltaphi,deltaeta,deltaR,mt,norm_mt,mass,pt,eta,phi,px,py,pz,energy
652,10.302891897583008,10.762557029724121,1.488936063426081,0.23160414397716522,0.20818904042243958,0.21783488988876343,14.0272798538208,1.2164477993792389e-06,42.45165252685547,13.201470375061035,0.6666251420974731,1.8072731494903564,9.15732479095459,6.648344039916992,28.222431182861328,23.07320785522461
653,10.283348170471191,10.507466316223145,1.4885596084641293,0.23127254843711853,0.2078891396522522,0.21744617819786072,13.908265113830566,6.597283572773449e-06,41.831573486328125,13.060787200927734,0.6658813953399658,1.8088161945343018,9.517398834228516,6.292810440063477,26.555885314941406,22.299020767211914
654,10.239818546447754,10.51577091217041,1.4882597990508657,0.23209598660469055,0.20751744508743286,0.21780520677566528,13.777312278747559,1.900754068628885e-05,41.76605224609375,13.179328918457031,0.6657094955444336,1.8075635433197021,9.162921905517578,6.406628608703613,27.09739112854004,22.184677124023438
655,10.205463024749756,10.554061889648438,1.4880117455031723,0.2321503460407257,0.20735794305801392,0.2172616422176361,13.719202041625977,2.281270781168132e-07,41.59503173828125,13.139140129089355,0.6656095385551453,1.8070486783981323,8.765867233276367,6.699398517608643,27.702003479003906,22.45274543762207
656,10.196220033111572,10.61623764038086,1.4877909583738074,0.22892877459526062,0.20774267613887787,0.2161887288093567,13.663372039794922,6.959072197787464e-05,41.83841323852539,13.077899932861328,0.665290355682373,1.8078995943069458,8.725675582885742,6.70030403137207,27.8986873626709,22.980623245239258
657,10.157005021972656,10.36312484741211,1.4875353364332113,0.22858290374279022,0.20604433119297028,0.2173270881175995,13.489747047424316,6.805505847751192e-08,41.55021286010742,12.99483871459961,0.6656187176704407,1.8085880279541016,8.928251266479492,6.401111125946045,26.334884643554688,21.89542579650879
658,10.133733418121338,10.402754783630371,1.4872874911234248,0.22741620242595673,0.20590904355049133,0.21592216193675995,13.57774543762207,0.0031127091497182846,41.30080795288086,12.918447494506836,0.6649260520935059,1.8063539266586304,8.47868824005127,6.667545318603516,27.3056697845459,21.863262176513672
659,10.097008505859375,10.413976669311523,1.4870194236864336,0.22503677010536194,0.2064286470413208,0.2149726003408432,13.498504638671875,0.00017818454944062978,41.433353424072266,12.91959285736084,0.664745032787323,1.8070547580718994,8.847713470458984,6.442871570587158,27.248289108276367,21.872957229614258
660,10.056511276397705,10.416116714477539,1.486824029503623,0.2265438735485077,0.206102654337883,0.21463707089424133,13.340422630310059,0.0004155697242822498,41.054283142089844,12.930286407470703,0.6643475294113159,1.806227445602417,8.979570388793945,6.288061618804932,27.67659568786621,22.022035598754883
661,10.020874997253419,10.444578170776367,1.4866042996291071,0.2286236584186554,0.2052851766347885,0.2157181203365326,13.38253116607666,1.8581598624223261e-06,40.93303298950195,12.762130737304688,0.6640202403068542,1.8048686981201172,9.084776878356934,6.168277263641357,28.35388946533203,21.97635841369629
662,10.014797622375488,10.343316078186035,1.4864360719220713,0.22369618713855743,0.20542992651462555,0.21476027369499207,13.197439193725586,1.4147114598017652e-05,40.8347282409668,12.671709060668945,0.6637601852416992,1.806252360343933,9.094749450683594,6.193908214569092,27.736549377441406,21.62010955810547
663,9.988225858612061,10.348200798034668,1.4862196127069183,0.2222498655319214,0.20603123307228088,0.21328894793987274,13.034082412719727,0.007549272384494543,40.62257385253906,12.587167739868164,0.6636067032814026,1.806172490119934,9.447355270385742,6.052972793579102,27.906959533691406,21.756601333618164
664,9.945442908477784,10.337325096130371,1.4860133095644414,0.22043348848819733,0.20561346411705017,0.21343401074409485,12.990283966064453,0.011221052147448063,40.221900939941406,12.570189476013184,0.6633119583129883,1.8054285049438477,8.98534107208252,6.324135780334473,28.21778678894043,21.95614242553711
665,9.907475855560303,10.17154598236084,1.485832783713704,0.22211657464504242,0.2053622454404831,0.2137187421321869,12.954276084899902,5.118665171721659e-07,39.924659729003906,12.561009407043457,0.6625993251800537,1.8039339780807495,8.996360778808594,6.1926727294921875,27.34307098388672,21.150320053100586
666,9.870906331634522,10.106017112731934,1.4856637640914414,0.22116468846797943,0.20421092212200165,0.21353334188461304,12.779520988464355,0.0024302105884999037,39.715904235839844,12.464591026306152,0.6626070141792297,1.803861379623413,8.791282653808594,6.324180603027344,27.65315055847168,20.54178237915039
667,9.82943907333374,10.008819580078125,1.4854905811080243,0.22047874331474304,0.2040463536977768,0.2136749029159546,12.662540435791016,6.697783192066709e-06,39.5667610168457,12.535728454589844,0.662586510181427,1.8029695749282837,8.959486961364746,6.158032417297363,27.018529891967773,20.109817504882812
668,9.798656819915772,9.869378089904785,1.4853501514880918,0.22040371596813202,0.203544020652771,0.214040145277977,12.602030754089355,4.74924718218972e-06,39.41099166870117,12.483108520507812,0.6619558334350586,1.8026492595672607,8.961126327514648,6.083375453948975,25.985679626464844,19.672998428344727
669,9.756943186798095,10.02759075164795,1.4852111166692339,0.2209620624780655,0.2037588655948639,0.21318484842777252,12.430853843688965,2.3555280392884015e-07,39.193580627441406,12.468838691711426,0.6619659662246704,1.802101492881775,9.41112995147705,5.769410610198975,27.506990432739258,20.475910186767578
670,9.72201782409668,9.783329010009766,1.485108392604161,0.22078366577625275,0.20446276664733887,0.21387138962745667,12.364418983459473,1.2181246802356327e-06,39.21596908569336,12.486398696899414,0.6618695855140686,1.8021796941757202,8.956809997558594,6.027066707611084,25.594640731811523,19.4348087310791
671,9.688967580413818,9.770339965820312,1.485012395074591,0.22019538283348083,0.20326821506023407,0.21436168253421783,12.175633430480957,2.213858806499047e-06,38.9100456237793,12.466463088989258,0.6617854237556458,1.803102970123291,9.442920684814453,5.78244686126709,25.719890594482422,19.414302825927734
672,9.682166585845946,9.805598258972168,1.4848963620897848,0.21788223087787628,0.2038724422454834,0.21308591961860657,12.02880859375,1.3481181895258487e-06,38.83205032348633,12.513755798339844,0.661300539970398,1.8034957647323608,9.635966300964355,5.698040962219238,25.876510620117188,19.788009643554688
673,9.644334453430176,9.761629104614258,1.4847871775273234,0.21780027449131012,0.20334899425506592,0.21321755647659302,11.974044799804688,3.4718891583906952e-06,38.75375747680664,12.53467082977295,0.661188542842865,1.8025480508804321,9.107870101928711,5.911413669586182,25.763755798339844,19.75756072998047
674,9.589712383728028,9.745173454284668,1.4846808091388084,0.22012893855571747,0.2032025307416916,0.2140534222126007,12.014430046081543,5.845693885930814e-05,38.451839447021484,12.455158233642578,0.6606818437576294,1.8026611804962158,9.639019012451172,5.567344665527344,26.11563491821289,19.34305763244629
675,9.560589527740479,9.705842018127441,1.484604671393754,0.2245500236749649,0.20296113193035126,0.21637767553329468,11.943800926208496,0.0004160921089351177,38.285865783691406,12.335075378417969,0.6603654623031616,1.8010151386260986,8.944525718688965,5.988702774047852,26.217302322387695,19.35500144958496
